-3.036374	14.367639
0.277123	10.459771
-3.523281	12.386628
-4.268663	14.422541
0.548390	7.205734
4.812827	3.948146
-3.371389	15.367231
-3.434018	10.799690
-3.363294	14.624836
-4.215104	16.169863
2.184007	8.955150
-0.537347	11.640971
0.101193	12.108904
1.051436	8.044848
3.830714	7.698717
-3.780845	14.156009
-2.097447	13.041584
-4.376580	17.577876
-3.564669	11.697067
-4.320346	17.768099
-3.149134	10.983613
2.686774	8.926013
3.976771	7.399416
0.182717	8.222047
3.446319	5.093225
-2.712434	11.239117
-0.716270	10.962796
-1.317089	12.874243
1.960478	8.456610
4.443807	5.045291
-2.821137	12.393889
2.530038	8.750235
0.198385	10.419767
2.600745	6.557767
3.808695	6.236298
-2.625218	15.077039
4.396936	4.690593
-4.728480	17.085540
0.615142	7.888873
3.904523	4.868042
-3.330088	10.206281
-0.747572	8.115362
-1.731039	14.472858
0.675910	11.133139
3.269872	5.214791
-1.083185	12.026402
1.213508	10.880407
4.651519	4.600405
3.284706	5.318709
3.134023	6.381462
4.550945	6.084368
-3.168803	13.841361
1.704283	8.094010
2.355965	9.221778
3.195514	5.114175
1.810180	8.231095
-1.699412	9.619613
-4.653078	14.687146
-3.798110	14.268727
-2.162865	13.027464
3.382360	5.647937
4.013527	5.508116
-0.500528	9.594722
4.885363	5.408638
-4.662112	15.330629
3.594504	7.007369
0.285568	8.094248
4.754586	5.644662
3.772215	7.064294
-3.386649	12.688980
-1.466247	10.871517
-4.419932	15.805112
-0.558840	9.173905
-0.589064	12.965688
-1.732995	9.596137
4.143983	5.889734
-0.054437	7.749109
2.102374	7.156867
1.646414	7.609157
3.317814	8.180072
-2.419647	10.602287
2.692414	7.268646
-0.894327	10.592964
-4.443433	16.760508
3.706491	4.775138
4.723003	6.038244
-3.830238	14.112307
0.083130	7.663144
2.555661	7.495892
-3.900133	13.522216
-4.661365	14.598064
-0.589023	11.435560
-3.702164	13.738956
4.716025	5.922966
4.401533	6.840906
4.331196	6.517211
4.837583	5.001676
1.930358	6.416627
2.024755	9.704151
-1.286878	10.600502
-4.358941	16.217866
-0.565482	12.170344
0.429874	11.025916
0.401621	10.058111
2.862840	6.512612
1.014094	10.101722
4.470136	5.464811
1.312185	8.755540
3.788375	6.149803
-3.773137	13.249874
3.135482	5.752526
4.776044	4.650775
-2.687568	15.083433
4.127363	6.970396
1.763678	8.193439
2.250660	8.161146
1.857896	9.028321
2.967189	5.766988
0.296270	10.106695
2.546391	6.316934
0.035542	7.788907
4.070403	4.636653
-3.763898	16.791034
3.522252	6.543122
-3.249543	10.931641
2.641660	7.897678
-0.406676	10.842623
1.060637	8.100555
-1.359605	12.337349
-0.980549	10.415360
2.300747	6.619494
4.551283	4.742620
3.787988	5.859095
1.097318	6.826137
4.677658	4.914445
1.341381	8.883925
2.772645	7.438538
3.985038	4.712165
-2.734344	13.256069
-3.987334	13.818491
3.282591	7.261301
-0.755300	12.293833
2.270962	6.531145
4.367481	6.932247
-2.034676	12.245652
-1.877998	14.339818
0.496963	10.195161
0.525816	7.832636
1.404005	6.671275
0.966491	6.843112
-3.388254	23.500659
-0.820916	9.757155
-1.309446	-11.336576
-4.197354	22.556898
-2.636921	20.383536
4.943398	-2.128774
4.093039	11.658552
2.907869	2.912003
-3.648537	24.694719
0.503392	-5.534983
-4.461617	19.084159
1.765535	19.663478
3.222806	-5.700008
4.114021	11.377539
-3.527950	20.632484
-1.951379	20.206354
2.798718	-20.927383
-0.127716	-23.332922
0.491742	3.620472
3.782166	-24.535489
4.882909	-15.083581
-4.808477	-23.965993
-1.486762	14.613563
0.346468	-15.458529
2.478178	22.604132
